purchase_group;n_attempts;success;total_cost;profit;expected_bv;first_psp;second_psp
144_Germany_Visa_20190202_130956;1;False;1,0;-1,0;-3,3659247336026423;UK_Card;
119_Austria_Master_20190123_170402;3;False;6,0;-6,0;-4,459411233356538;Moneycard;Moneycard
47_Germany_Master_20190116_121950;1;False;5,0;-5,0;-2,9132929494971678;Goldcard;
144_Germany_Master_20190210_045236;1;True;3,0;7,0;-2,917446171044295;UK_Card;
231_Germany_Visa_20190105_150935;2;False;1,0;-1,0;-2,783861373979368;Simplecard;Simplecard
203_Germany_Master_20190129_203157;2;False;4,0;-4,0;-10,470972647597474;Moneycard;Moneycard
162_Switzerland_Master_20190220_021427;2;False;2,0;-2,0;-7,0479186703100245;UK_Card;UK_Card
161_Germany_Master_20190130_055618;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
74_Germany_Master_20190223_120418;3;True;5,0;5,0;-9,837941284025101;UK_Card;UK_Card
190_Germany_Master_20190202_063323;3;False;3,0;-3,0;-9,093787515676334;UK_Card;UK_Card
329_Switzerland_Master_20190123_194953;3;True;2,0;8,0;-14,742853249161794;Simplecard;Simplecard
208_Germany_Visa_20190204_141753;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
216_Germany_Visa_20190204_162517;2;True;1,5;8,5;-8,05161369063962;Simplecard;Simplecard
85_Austria_Visa_20190215_002603;1;True;3,0;7,0;-3,321488892545964;UK_Card;
150_Germany_Master_20190218_183639;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
341_Switzerland_Visa_20190219_130655;4;True;2,5;7,5;-15,107951907360178;Simplecard;Simplecard
367_Austria_Diners_20190126_211829;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
199_Germany_Master_20190214_190901;1;False;1,0;-1,0;-3,3333045749026526;UK_Card;
195_Switzerland_Master_20190210_221701;2;False;2,0;-2,0;-6,3095116890411465;UK_Card;UK_Card
174_Germany_Master_20190127_060751;1;False;1,0;-1,0;-2,917446171044295;UK_Card;
207_Germany_Visa_20190120_052532;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
251_Austria_Visa_20190131_170906;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
339_Austria_Diners_20190222_195550;2;True;1,5;8,5;-6,27301472887256;Simplecard;Simplecard
250_Switzerland_Master_20190212_114221;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
275_Germany_Diners_20190117_061907;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
337_Austria_Master_20190227_074651;4;False;8,0;-8,0;-19,88750852153524;Moneycard;Moneycard
104_Germany_Visa_20190219_172529;1;False;1,0;-1,0;-3,0735824984978075;UK_Card;
172_Germany_Master_20190209_143049;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
228_Austria_Diners_20190211_135654;1;True;1,0;9,0;-3,13650736443628;Simplecard;
389_Germany_Master_20190215_053034;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
88_Switzerland_Master_20190210_025600;3;False;3,0;-3,0;-8,28355654547699;UK_Card;UK_Card
229_Germany_Diners_20190211_150519;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
448_Germany_Visa_20190218_160259;1;False;0,5;-0,5;-1,148016077251051;Simplecard;
330_Austria_Master_20190215_182333;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
281_Germany_Master_20190215_110748;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
252_Germany_Diners_20190130_105926;2;True;1,5;8,5;-4,370993898865642;Simplecard;Simplecard
120_Germany_Master_20190206_014311;3;False;1,5;-1,5;-7,14312787585028;Simplecard;Simplecard
98_Switzerland_Visa_20190204_202852;1;True;3,0;7,0;-3,1947246574096697;UK_Card;
283_Switzerland_Visa_20190205_201822;1;False;0,5;-0,5;-1,6347121680455015;Simplecard;
59_Switzerland_Master_20190208_023810;4;True;6,0;4,0;-13,148749826364309;UK_Card;UK_Card
40_Germany_Master_20190117_092224;1;False;0,5;-0,5;-3,2315714610400414;Simplecard;
224_Germany_Master_20190202_174201;1;False;1,0;-1,0;-3,090075654889751;UK_Card;
403_Germany_Visa_20190130_223432;3;True;2,0;8,0;-3,958636593244168;Simplecard;Simplecard
25_Germany_Visa_20190111_072218;1;True;1,0;9,0;-1,2632835966169305;Simplecard;
378_Germany_Visa_20190215_122910;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
296_Germany_Visa_20190207_071803;1;True;1,0;9,0;-1,2632835966169305;Simplecard;
428_Switzerland_Diners_20190122_073905;2;False;1,0;-1,0;-4,370993898865642;Simplecard;Simplecard
241_Germany_Master_20190208_105153;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
112_Switzerland_Master_20190207_001518;2;True;1,5;8,5;-4,762085250566853;Simplecard;Simplecard
238_Germany_Master_20190120_141243;1;True;5,0;5,0;-4,908686363241922;Moneycard;
41_Germany_Master_20190109_211621;2;True;3,5;6,5;-5,724006926172068;Simplecard;UK_Card
122_Austria_Diners_20190209_174121;2;True;7,0;3,0;-3,8037736378617772;Moneycard;Moneycard
56_Germany_Master_20190101_095439;1;True;1,0;9,0;-3,4151052149462204;Simplecard;
294_Germany_Master_20190110_155706;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
166_Germany_Visa_20190205_023315;2;False;2,0;-2,0;-6,516635563003522;UK_Card;UK_Card
155_Austria_Master_20190103_081828;2;False;2,0;-2,0;-6,512625604838084;UK_Card;UK_Card
187_Germany_Master_20190109_224539;2;False;2,0;-2,0;-6,177890427100068;UK_Card;UK_Card
104_Austria_Master_20190222_041343;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
89_Germany_Master_20190119_222946;2;True;4,0;6,0;-6,492678749304209;UK_Card;UK_Card
308_Germany_Master_20190213_004736;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
280_Germany_Diners_20190123_093150;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
140_Switzerland_Master_20190131_171211;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
120_Germany_Master_20190203_200239;1;False;1,0;-1,0;-3,029956831856853;UK_Card;
142_Germany_Diners_20190111_000659;3;False;2,5;-2,5;-9,596734185162273;Simplecard;UK_Card
242_Germany_Master_20190109_155437;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
257_Germany_Master_20190217_064251;2;True;2,0;8,0;-7,623591160633248;UK_Card;Simplecard
78_Germany_Master_20190222_084347;2;True;4,0;6,0;-6,469313261875391;UK_Card;UK_Card
118_Germany_Master_20190120_021632;1;True;3,0;7,0;-2,6811934373879645;UK_Card;
153_Austria_Master_20190213_031039;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
139_Germany_Visa_20190117_113205;2;False;2,0;-2,0;-6,472761470993837;UK_Card;UK_Card
96_Austria_Master_20190218_181750;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
238_Germany_Master_20190213_204348;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
304_Austria_Master_20190203_163650;3;False;1,5;-1,5;-15,01154646746299;Simplecard;Simplecard
345_Austria_Master_20190107_014453;3;True;2,0;8,0;-7,14312787585028;Simplecard;Simplecard
460_Germany_Master_20190123_145243;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
192_Germany_Master_20190212_062603;1;False;1,0;-1,0;-3,3771786669123367;UK_Card;
183_Germany_Master_20190218_123632;1;False;5,0;-5,0;-3,0942453304495476;Goldcard;
294_Germany_Master_20190116_082203;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
47_Austria_Diners_20190128_060825;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
39_Germany_Master_20190124_191209;1;False;0,5;-0,5;-3,1685866992888534;Simplecard;
35_Germany_Master_20190109_023934;1;True;1,0;9,0;-3,2315714610400414;Simplecard;
133_Switzerland_Diners_20190126_020848;2;True;3,5;6,5;-6,011217245874181;Simplecard;UK_Card
259_Germany_Master_20190116_192830;1;True;1,0;9,0;-4,9142844163872645;Simplecard;
53_Germany_Master_20190216_120327;1;False;1,0;-1,0;-3,325498850711403;UK_Card;
229_Switzerland_Master_20190221_102637;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
297_Germany_Master_20190224_183723;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
155_Austria_Master_20190208_172541;2;True;7,0;3,0;-2,683163196094709;Moneycard;Moneycard
237_Austria_Visa_20190220_035739;2;False;1,0;-1,0;-8,05161369063962;Simplecard;Simplecard
152_Switzerland_Visa_20190102_145001;2;True;1,5;8,5;-3,5267185168365103;Simplecard;Simplecard
335_Austria_Diners_20190203_013416;3;True;2,0;8,0;-9,839760254679758;Simplecard;Simplecard
153_Austria_Diners_20190110_045546;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
350_Germany_Master_20190209_204104;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
247_Germany_Master_20190205_002530;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
175_Germany_Master_20190221_053021;1;True;10,0;0,0;-3,0942453304495476;Goldcard;
215_Germany_Master_20190205_090948;4;False;2,0;-2,0;-20,015395289950654;Simplecard;Simplecard
230_Switzerland_Master_20190110_124928;6;False;3,0;-3,0;-29,485706498323587;Simplecard;Simplecard
169_Germany_Visa_20190104_224516;1;False;1,0;-1,0;-3,46621998497638;UK_Card;
212_Switzerland_Diners_20190105_052855;2;True;1,5;8,5;-6,559840169786505;Simplecard;Simplecard
92_Germany_Master_20190224_060330;1;True;3,0;7,0;-2,6811934373879645;UK_Card;
319_Switzerland_Master_20190128_155929;1;False;2,0;-2,0;-5,126540016953522;Moneycard;
220_Germany_Master_20190117_060319;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
97_Germany_Master_20190219_043818;1;False;1,0;-1,0;-3,0735824984978075;UK_Card;
122_Germany_Visa_20190118_043820;1;True;1,0;9,0;-0,7765875058224792;Simplecard;
54_Germany_Master_20190213_000529;2;True;4,0;6,0;-6,229682472063505;UK_Card;UK_Card
213_Austria_Diners_20190106_234926;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
126_Germany_Master_20190217_143807;3;False;6,0;-6,0;-4,719411233356539;Moneycard;Moneycard
202_Switzerland_Master_20190129_042114;3;False;9,0;-9,0;-15,37885456959704;Goldcard;Moneycard
158_Austria_Master_20190219_141422;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
214_Switzerland_Master_20190127_041515;1;False;5,0;-5,0;-4,907881921999567;Goldcard;
164_Switzerland_Master_20190108_124632;1;False;1,0;-1,0;-3,5873621438882424;UK_Card;
108_Austria_Diners_20190224_190923;1;True;3,0;7,0;-2,6811934373879645;UK_Card;
204_Germany_Visa_20190122_125957;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
281_Germany_Master_20190131_034548;1;True;10,0;0,0;-4,907881921999567;Goldcard;
148_Austria_Master_20190220_081022;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
113_Switzerland_Master_20190218_004139;5;False;9,0;-9,0;-15,686689936162379;Goldcard;UK_Card
199_Germany_Master_20190218_032613;1;False;1,0;-1,0;-3,3771786669123367;UK_Card;
395_Germany_Master_20190221_201452;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
338_Germany_Master_20190118_192347;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
172_Germany_Master_20190125_160322;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
331_Austria_Master_20190221_182620;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
136_Switzerland_Master_20190218_192016;1;True;3,0;7,0;-3,5873621438882424;UK_Card;
118_Switzerland_Master_20190114_085147;5;True;7,0;3,0;-16,243039496401135;UK_Card;UK_Card
150_Austria_Master_20190114_162622;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
251_Switzerland_Diners_20190218_010256;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
77_Switzerland_Master_20190213_224451;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
41_Austria_Master_20190128_200938;3;True;4,5;5,5;-8,71540555538959;Simplecard;UK_Card
361_Switzerland_Diners_20190115_182706;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
269_Germany_Master_20190123_115414;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
84_Germany_Master_20190113_231832;1;True;3,0;7,0;-2,6811934373879645;UK_Card;
232_Germany_Master_20190109_045455;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
163_Germany_Master_20190127_114756;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
76_Austria_Visa_20190112_170759;2;True;4,0;6,0;-6,429376604965188;UK_Card;UK_Card
157_Germany_Master_20190203_115757;2;False;2,0;-2,0;-6,31709493739711;UK_Card;UK_Card
241_Austria_Master_20190108_205337;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
45_Germany_Master_20190219_075551;1;False;0,5;-0,5;-3,2315714610400414;Simplecard;
157_Germany_Master_20190224_101126;1;True;3,0;7,0;-2,917446171044295;UK_Card;
372_Austria_Visa_20190202_001737;1;True;3,0;7,0;-3,090075654889751;UK_Card;
101_Switzerland_Master_20190110_235730;2;False;2,0;-2,0;-6,5939036299057;UK_Card;UK_Card
225_Germany_Master_20190222_120738;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
279_Austria_Master_20190215_205325;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
186_Switzerland_Master_20190110_211730;1;False;1,0;-1,0;-3,5434880518785583;UK_Card;
217_Germany_Visa_20190219_122014;1;True;1,0;9,0;-4,523444582279341;Simplecard;
340_Germany_Master_20190129_112238;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
186_Austria_Master_20190112_065728;2;False;2,0;-2,0;-6,340659647757632;UK_Card;UK_Card
90_Switzerland_Master_20190222_204616;1;True;3,0;7,0;-3,5434880518785583;UK_Card;
81_Switzerland_Master_20190217_033554;3;True;5,0;5,0;-8,276660127240099;UK_Card;UK_Card
295_Germany_Visa_20190228_131401;3;False;1,5;-1,5;-11,579782798999899;Simplecard;Simplecard
245_Austria_Master_20190214_134915;5;False;2,5;-2,5;-24,571422081936323;Simplecard;Simplecard
246_Germany_Diners_20190216_023119;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
326_Austria_Master_20190203_031531;1;True;5,0;5,0;-4,97187713038381;Moneycard;
33_Germany_Master_20190209_230250;3;True;2,0;8,0;-9,50576009786656;Simplecard;Simplecard
123_Austria_Visa_20190228_233446;2;True;4,0;6,0;-6,468751512828398;UK_Card;UK_Card
68_Austria_Visa_20190123_115217;2;True;4,0;6,0;-6,468751512828398;UK_Card;UK_Card
342_Germany_Visa_20190116_101558;2;False;1,0;-1,0;-8,05161369063962;Simplecard;Simplecard
275_Germany_Diners_20190111_213008;2;True;1,5;8,5;-6,27301472887256;Simplecard;Simplecard
132_Switzerland_Master_20190219_063415;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
152_Germany_Diners_20190129_073742;1;True;1,0;9,0;-2,185496949432821;Simplecard;
349_Switzerland_Master_20190123_082730;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
250_Germany_Master_20190228_162224;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
108_Switzerland_Master_20190203_004159;1;True;3,0;7,0;-3,029956831856853;UK_Card;
163_Germany_Master_20190113_055009;2;False;2,0;-2,0;-5,718627725088808;UK_Card;UK_Card
135_Austria_Master_20190102_045203;2;True;4,0;6,0;-6,322369635070791;UK_Card;UK_Card
154_Austria_Diners_20190109_092341;1;True;1,0;9,0;-2,185496949432821;Simplecard;
252_Germany_Visa_20190115_161953;2;False;1,0;-1,0;-2,5533263352476094;Simplecard;Simplecard
265_Switzerland_Visa_20190101_182306;3;True;5,0;5,0;-8,745049088062718;UK_Card;UK_Card
129_Austria_Visa_20190121_135222;3;False;1,5;-1,5;-3,958636593244168;Simplecard;Simplecard
210_Austria_Visa_20190116_055838;1;True;1,0;9,0;-1,148016077251051;Simplecard;
111_Switzerland_Visa_20190101_141429;1;True;3,0;7,0;-3,5873621438882424;UK_Card;
76_Germany_Visa_20190218_105256;3;False;3,0;-3,0;-9,950105989689373;UK_Card;UK_Card
155_Switzerland_Diners_20190107_053728;2;True;3,5;6,5;-6,2604512698568096;Simplecard;UK_Card
223_Austria_Diners_20190215_181005;1;True;1,0;9,0;-3,021753573763728;Simplecard;
178_Germany_Master_20190115_003838;1;True;3,0;7,0;-3,369372942721088;UK_Card;
99_Austria_Master_20190214_052229;2;False;2,0;-2,0;-6,468751512828398;UK_Card;UK_Card
128_Germany_Visa_20190221_132111;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
101_Switzerland_Master_20190206_060845;1;False;0,5;-0,5;-2,4673821478298454;Simplecard;
310_Germany_Master_20190122_145959;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
277_Switzerland_Master_20190104_143744;1;False;2,0;-2,0;-4,981124174187197;Moneycard;
133_Switzerland_Master_20190105_174522;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
110_Germany_Visa_20190213_163020;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
156_Germany_Master_20190122_073800;1;False;5,0;-5,0;-2,9132929494971678;Goldcard;
108_Austria_Diners_20190124_104120;1;True;1,0;9,0;-2,185496949432821;Simplecard;
167_Switzerland_Master_20190129_212542;1;True;3,0;7,0;-3,5873621438882424;UK_Card;
164_Germany_Diners_20190120_050341;2;False;1,5;-1,5;-5,656668367046068;Simplecard;UK_Card
234_Austria_Master_20190205_040307;3;False;6,0;-6,0;-14,915631391151429;Moneycard;Moneycard
253_Switzerland_Master_20190205_002953;2;False;3,0;-3,0;-7,647826053356772;UK_Card;Moneycard
163_Germany_Master_20190114_051553;1;True;3,0;7,0;-3,46621998497638;UK_Card;
391_Switzerland_Diners_20190209_183755;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
247_Germany_Visa_20190227_043807;1;False;0,5;-0,5;-1,148016077251051;Simplecard;
105_Switzerland_Master_20190107_102135;2;False;1,0;-1,0;-4,934764295659691;Simplecard;Simplecard
103_Germany_Master_20190130_163535;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
211_Switzerland_Master_20190205_175009;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
171_Switzerland_Diners_20190223_102126;2;False;1,0;-1,0;-4,370993898865642;Simplecard;Simplecard
367_Switzerland_Diners_20190105_032750;2;False;1,0;-1,0;-6,559840169786505;Simplecard;Simplecard
60_Switzerland_Master_20190118_073841;2;False;2,0;-2,0;-7,044470461191579;UK_Card;UK_Card
283_Austria_Master_20190217_065817;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
301_Germany_Visa_20190119_063346;1;False;0,5;-0,5;-0,7765875058224792;Simplecard;
242_Germany_Master_20190102_171620;1;True;3,0;7,0;-3,236457532647359;UK_Card;
343_Austria_Visa_20190111_151157;1;True;1,0;9,0;-4,523444582279341;Simplecard;
120_Austria_Master_20190103_233002;3;False;3,0;-3,0;-9,51916709085554;UK_Card;UK_Card
215_Germany_Master_20190204_162949;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
216_Germany_Master_20190201_073045;1;False;1,0;-1,0;-3,093523864008197;UK_Card;
77_Germany_Diners_20190202_065756;3;True;4,5;5,5;-8,882283192982278;Simplecard;UK_Card
269_Switzerland_Diners_20190104_042845;1;False;0,5;-0,5;-3,2799200848932526;Simplecard;
219_Austria_Master_20190219_042114;1;True;10,0;0,0;-4,907881921999567;Goldcard;
135_Germany_Master_20190115_140200;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
254_Switzerland_Visa_20190224_231241;3;True;2,0;8,0;-11,579782798999899;Simplecard;Simplecard
260_Switzerland_Master_20190108_212614;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
162_Germany_Master_20190121_012150;2;True;4,0;6,0;-6,562722189387391;UK_Card;UK_Card
295_Austria_Master_20190118_155245;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
363_Germany_Diners_20190126_095103;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
146_Germany_Visa_20190101_100132;2;True;1,5;8,5;-3,5267185168365103;Simplecard;Simplecard
234_Germany_Visa_20190223_173655;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
360_Germany_Master_20190222_095831;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
292_Germany_Visa_20190105_023549;2;True;1,5;8,5;-8,05161369063962;Simplecard;Simplecard
197_Switzerland_Master_20190211_144015;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
168_Germany_Visa_20190125_145707;2;True;1,5;8,5;-1,8104691923904648;Simplecard;Simplecard
231_Austria_Master_20190212_065749;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
174_Germany_Visa_20190214_223654;2;True;4,0;6,0;-6,472761470993837;UK_Card;UK_Card
237_Switzerland_Master_20190108_233448;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
185_Germany_Visa_20190103_015526;2;False;1,5;-1,5;-6,560880670026511;UK_Card;Simplecard
42_Austria_Visa_20190221_110015;5;False;5,0;-5,0;-15,335292550321636;UK_Card;UK_Card
288_Germany_Master_20190203_203958;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
246_Germany_Master_20190212_090255;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
68_Switzerland_Master_20190131_170257;1;True;5,0;5,0;-0,9069151588328799;Moneycard;
184_Austria_Master_20190126_223505;1;True;3,0;7,0;-3,539478093713119;UK_Card;
170_Germany_Diners_20190219_051723;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
128_Germany_Diners_20190109_083858;1;True;1,0;9,0;-2,185496949432821;Simplecard;
134_Germany_Visa_20190117_174441;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
276_Switzerland_Master_20190118_062033;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
180_Germany_Master_20190202_103854;1;True;3,0;7,0;-3,5873621438882424;UK_Card;
342_Austria_Visa_20190116_024003;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
133_Germany_Master_20190120_235835;1;False;1,0;-1,0;-2,677745228269517;UK_Card;
111_Switzerland_Diners_20190208_235110;2;False;1,0;-1,0;-5,71097362600311;Simplecard;Simplecard
229_Germany_Visa_20190130_171902;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
46_Germany_Visa_20190204_155708;1;True;3,0;7,0;-3,8492748336350884;UK_Card;
47_Austria_Master_20190205_221944;2;False;1,5;-1,5;-5,907540680078247;Simplecard;UK_Card
223_Switzerland_Diners_20190201_071502;1;False;0,5;-0,5;-2,2553813424964044;Simplecard;
212_Germany_Diners_20190217_131611;1;True;1,0;9,0;-3,13650736443628;Simplecard;
359_Austria_Master_20190117_214516;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
193_Germany_Master_20190205_024035;2;True;4,0;6,0;-6,4275942449394785;UK_Card;UK_Card
184_Switzerland_Master_20190104_184417;1;True;5,0;5,0;-0,9069151588328799;Moneycard;
400_Germany_Diners_20190207_050940;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
409_Germany_Diners_20190130_190034;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
289_Germany_Diners_20190216_210101;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
306_Austria_Master_20190224_184359;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
194_Germany_Master_20190130_135755;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
357_Germany_Master_20190106_083813;6;True;3,5;6,5;-14,286255751700562;Simplecard;Simplecard
309_Austria_Master_20190202_001408;2;True;4,0;6,0;-6,10548150782198;UK_Card;UK_Card
307_Switzerland_Master_20190219_155205;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
215_Germany_Master_20190114_165422;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
59_Germany_Master_20190116_071340;3;False;3,0;-3,0;-9,52317704902098;UK_Card;UK_Card
127_Switzerland_Diners_20190111_141350;2;True;7,0;3,0;-3,977106971195111;Moneycard;Moneycard
150_Germany_Master_20190220_162322;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
288_Austria_Master_20190124_142900;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
103_Austria_Visa_20190104_044528;1;True;3,0;7,0;-3,418335934801256;UK_Card;
388_Austria_Master_20190205_133428;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
131_Austria_Master_20190220_123623;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
271_Germany_Visa_20190114_144110;1;False;0,5;-0,5;-1,148016077251051;Simplecard;
128_Germany_Master_20190204_024737;1;False;1,0;-1,0;-3,46621998497638;UK_Card;
59_Germany_Master_20190101_181641;2;True;7,0;3,0;-2,683163196094709;Moneycard;Moneycard
20_Germany_Visa_20190110_104810;2;True;4,0;6,0;-6,633005458720329;UK_Card;UK_Card
80_Germany_Master_20190227_002827;1;False;1,0;-1,0;-3,325498850711403;UK_Card;
261_Germany_Visa_20190129_172353;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
265_Austria_Master_20190203_003748;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
76_Austria_Master_20190128_091713;3;False;3,0;-3,0;-9,946096031523933;UK_Card;UK_Card
125_Germany_Master_20190204_013952;2;False;2,0;-2,0;-6,562722189387391;UK_Card;UK_Card
51_Germany_Diners_20190119_211338;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
386_Switzerland_Master_20190202_142738;1;True;3,0;7,0;-3,090075654889751;UK_Card;
248_Germany_Master_20190218_044823;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
132_Germany_Diners_20190210_043251;1;False;1,0;-1,0;-2,677745228269517;UK_Card;
57_Germany_Visa_20190209_190754;1;True;3,0;7,0;-3,325498850711403;UK_Card;
90_Austria_Visa_20190213_091804;1;False;0,5;-0,5;-1,148016077251051;Simplecard;
104_Germany_Master_20190214_082433;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
261_Austria_Diners_20190111_064705;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
218_Germany_Master_20190220_202325;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
240_Germany_Master_20190121_070456;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
201_Germany_Master_20190124_034239;3;True;6,5;3,5;-14,736450754774097;Goldcard;Simplecard
241_Germany_Master_20190228_180432;2;False;3,0;-3,0;-7,617993107487906;UK_Card;Moneycard
163_Switzerland_Visa_20190128_090724;1;True;3,0;7,0;-3,8476385646156217;UK_Card;
414_Switzerland_Visa_20190121_094423;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
266_Austria_Master_20190214_211348;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
270_Germany_Master_20190228_043442;2;True;10,0;0,0;-9,879759052383378;Goldcard;Moneycard
113_Germany_Master_20190117_164149;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
167_Germany_Diners_20190213_181449;1;True;5,0;5,0;-1,467220379716414;Moneycard;
44_Germany_Master_20190202_044759;1;False;1,0;-1,0;-3,325498850711403;UK_Card;
216_Austria_Diners_20190112_185926;1;True;1,0;9,0;-3,13650736443628;Simplecard;
183_Switzerland_Diners_20190216_082227;1;False;0,5;-0,5;-2,185496949432821;Simplecard;
50_Switzerland_Master_20190109_095330;1;True;3,0;7,0;-3,8037644726059368;UK_Card;
235_Switzerland_Master_20190103_100632;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
342_Germany_Master_20190106_155919;1;True;1,0;9,0;-2,3810426252834267;Simplecard;
179_Switzerland_Diners_20190131_015955;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
278_Austria_Master_20190210_160329;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
